100061,479,0.065670414
89375,442,0.060597752
95677,415,0.056896079
102755,413,0.056621881
80072,409,0.056073485
93494,399,0.054702495
85737,380,0.052097614
82998,362,0.049629833
91216,326,0.044694269
113027,309,0.042363587
85363,297,0.040718399
79363,285,0.039073211
93138,282,0.038661914
82691,275,0.037702221
111596,262,0.035919934
113052,252,0.034548944
72051,250,0.034274746
69294,249,0.034137647
98341,249,0.034137647
111781,248,0.034000548
90875,243,0.033315053
82401,235,0.032218262
73011,230,0.031532767
80598,221,0.030298876
59381,211,0.028927886
75118,210,0.028790787
109857,209,0.028653688
24374,202,0.027693995
50117,200,0.027419797
108105,198,0.027145599
110073,193,0.026460104
74087,192,0.026323005
76444,187,0.02563751
42177,183,0.025089114
32877,183,0.025089114
111009,182,0.024952015
91985,180,0.024677817
78865,177,0.02426652
81177,177,0.02426652
81402,174,0.023855223
102105,169,0.023169729
83269,169,0.023169729
25321,168,0.02303263
113021,166,0.022758432
93043,166,0.022758432
74001,166,0.022758432
98152,164,0.022484234
91930,163,0.022347135
112825,163,0.022347135
84119,161,0.022072937
31591,160,0.021935838
34820,160,0.021935838
90794,160,0.021935838
15537,159,0.021798739
70654,159,0.021798739
110092,154,0.021113244
92264,154,0.021113244
30077,152,0.020839046
95962,150,0.020564848
100114,148,0.02029065
22562,148,0.02029065
112234,146,0.020016452
103017,146,0.020016452
110842,145,0.019879353
97398,144,0.019742254
71400,143,0.019605155
69958,141,0.019330957
26354,139,0.019056759
78251,139,0.019056759
93848,137,0.018782561
16134,136,0.018645462
92581,136,0.018645462
88808,134,0.018371264
107829,134,0.018371264
37592,133,0.018234165
74900,131,0.017959967
89146,129,0.017685769
63780,128,0.01754867
107283,125,0.017137373
68438,124,0.017000274
87546,123,0.016863175
31146,122,0.016726076
97864,120,0.016451878
13329,119,0.016314779
58451,119,0.016314779
61126,119,0.016314779
76134,116,0.015903482
107167,116,0.015903482
75973,115,0.015766383
72214,115,0.015766383
110575,113,0.015492185
27496,113,0.015492185
54697,111,0.015217987
92465,108,0.01480669
93440,108,0.01480669
